,in domain,ood,text,domain,dataset,partition
191,imdb,rte,"So this guy goes into a psychiatrist's office for his first appointment. After the paperwork is done, the psychiatrist says ""I'm going to show you ink blots. Tell me what you see in them."" ""Well, says the patient,"" looking at the first one, ""I see a man and a woman having sex."" On seeing the second one, he says ""I see two women having sex."" On seeing the third, he says ""I see two men having sex."" On seeing the next one, he says ""I see two men and two women having sex."" The psychiatrist puts down the the inkblots. ""So,"" he says, ""We'll start by discussing your monomania."" ""MY monomania?"" says the guy. ""And you with all these dirty pictures!"" That's how this movie strikes me.",id,imdb,msp
192,imdb,rte,"This movie was better than I expected. I don't think it deserved an R rating, though. I've seen PG-13 films with worse language and violence. I found this movie entertaining and I enjoyed it. If you're a person who dissects everything, you might find a lot wrong with it, but if you take it for its face value, I think you'll find it entertaining.",id,imdb,msp
193,imdb,rte,"Easter is over but that doesn't mean you can't enjoy ""Ben-Hur,"" the granddaddy of biblical epics and winner of a record 11 Oscars, including best picture and best actor (Charlton Heston in the title role). Charlton Heston played the title role in the movie ""Ben-Hur"".",ood,rte,msp
194,imdb,rte,"Following the successful bid to bring the 2010 Ryder Cup to Wales, the Wales Tourist Board has wasted little time in commissioning work to ensure that the benefits accruing from the event are felt throughout the country. Wales to host 2010 Ryder Cup.",ood,rte,msp
195,imdb,rte,"The sunset, touching distant hills with ribbons of fire across the waters of the Dead Sea, brings a sense of unreality to culminate a day's visit to the lowest point on earth, some 400 meters below sea level. The lowest point on earth is at the Dead Sea.",ood,rte,msp
196,imdb,rte,"The Disneyland of Europe is located 20 miles east of Paris. Euro Disney is a huge complex with hotels, restaurants, shops and a nearby golf course apart from the actual theme park. It provides a much better experience than its American cousin thanks to the marvels of modern engineering. Euro-Disney is an Entertainment Park.",ood,rte,msp
197,imdb,rte,Researchers at the Harvard School of Public Health say that people who drink coffee may be doing a lot more than keeping themselves awake - this kind of consumption apparently also can help reduce the risk of diseases. Coffee drinking has health benefits.,ood,rte,msp
198,imdb,rte,"As spacecraft commander for Apollo XI, the first manned lunar landing mission, Armstrong was the first man to walk on the Moon. ""That's one small step for a man, one giant leap for mankind."" With these historic words, man's dream of the ages was fulfilled. Neil Armstrong was the first man who landed on the Moon.",ood,rte,msp
199,imdb,rte,"JERUSALEM (AP) -- In a spiritual climax to his 22-year papacy, Pope John Paul II on Tuesday began the first official visit by a Roman Catholic pontiff to Israel, fulfilling his dream of visiting the land where Christ was born and died. Pope John Paul II was born in Poland.",ood,rte,msp
200,imdb,rte,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday's 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1. France participates in Euro 2004.,ood,rte,msp
201,imdb,rte,"""Bea Arthur and I first met when we did 'Mame' together in 1965. She became and has remained 'My Bosom Buddy' ever since. I am deeply saddened by her passing, but also relieved that she is released from the pain. I spoke to Matt, her son, yesterday and I was aware that her time was imminent. She was a rare and unique performer and a dear, dear friend."" Arthur passed away at her home on Saturday at the age of 86. Angela Lansbury is appearing in the current revival of Blithe Spirit which began preview performances on Thursday, February 26, 2009 and had an official opening on Sunday, March 15, 2009 at The Shubert Theatre (225 West 44th Street). The actress Angela Lansbury is 86 years old.",ood,rte,msp
202,imdb,rte,"Wilson has, after all, produced all three Offspring albums, including ""Smash,"" the one that has astonished everybody by selling 1 million copies in four months, establishing the heretofore unknown group as the leader, with Green Day, of an unprecedented wave of commercial success for punk. ""Smash"" is the title of the third album of the Offspring.",ood,rte,msp
203,imdb,rte,"Anyone who critiques 'Jacqueline Hyde' as anything more than the playful and undeniably erotic romp that it's intended to be is just not playing with a full deck. Just from the title, it's obvious that this low budget horror comedy isn't meant to be taken seriously... it's as tongue in cheek as a nympho's french kiss, and just as titillating. The female cast members are all great and fun to watch. Check this out, Rolfe Kanefsky is the clown-prince of soft-core horror. Unlike most soft-core horror flicks, this one is entertaining all the way through with charismatic and exceptionally attractive actresses. The movie doesn't even attempt to follow the storyline of the Robert Louis Stevenson classic, but instead seeks out every way possible to create risqué sight gags and erotic situations. Blythe Metz, the brunette femme fatale who portrays the sexier, homicidal side of Jacqueline, is a real knockout. Watch and enjoy!",id,imdb,pps
